country	name	name_normalized	caps	goals	most_recent_year_played	position	year_born	club	club_nationality	played_in_latest
Algeria	Anthony Mandrea	anthonymandrea	2	0	2022	GK	1996	SM Caen	FRA	TRUE
Algeria	Raïs M'Bolhi	raismbolhi	91	0	2022	GK	1986	Al Qadsiah FC	KSA	TRUE
Algeria	Alexandre Oukidja	alexandreoukidja	6	0	2022	GK	1988	FC Metz	FRA	TRUE
Algeria	Moustapha Zeghba	moustaphazeghba	5	0	2022	GK	1990	Damac FC	KSA	TRUE
Algeria	Youcef Atal	youcefatal	29	2	2022	DF	1996	OGC Nice	FRA	TRUE
Algeria	Houcine Benayada	houcinebenayada	18	0	2022	DF	1992	Wydad Casablanca	MAR	TRUE
Algeria	Ramy Bensebaini	ramybensebaini	51	6	2022	DF	1995	Borussia Mönchengladbach	GER	TRUE
Algeria	Yanis Hamache	yanishamache	1	0	2022	DF	1999	SC Dnipro-1	UKR	TRUE
Algeria	Aïssa Mandi	aissamandi	80	4	2022	DF	1991	Villarreal CF	ESP	TRUE
Algeria	Ahmed Touba	ahmedtouba	9	1	2022	DF	1998	İstanbul Başakşehir F.K.	TUR	TRUE
Algeria	Mohamed Amine Tougai	mohamedaminetougai	7	1	2022	DF	2000	Espérance Sportive de Tunis	TUN	TRUE
Algeria	Ismaël Bennacer	ismaelbennacer	44	2	2022	MF	1997	A.C. Milan	ITA	TRUE
Algeria	Nabil Bentaleb	nabilbentaleb	39	5	2022	MF	1994	Angers SCO	FRA	TRUE
Algeria	Hicham Boudaoui	hichamboudaoui	11	0	2022	MF	1999	OGC Nice	FRA	TRUE
Algeria	Ramiz Zerrouki	ramizzerrouki	20	1	2022	MF	1998	FC Twente	NED	TRUE
Algeria	Adem Zorgane	ademzorgane	10	0	2022	MF	2000	R. Charleroi S.C.	BEL	TRUE
Algeria	Karim Aribi	karimaribi	2	0	2022	FW	1994	CR Belouizdad	ALG	TRUE
Algeria	Mohamed El Amine Amoura	mohamedelamineamoura	9	2	2022	FW	2000	FC Lugano	SUI	TRUE
Algeria	Youcef Belaïli	youcefbelaili	47	9	2022	FW	1992	AC Ajaccio	FRA	TRUE
Algeria	Saïd Benrahma	saidbenrahma	19	1	2022	FW	1995	West Ham United F.C.	ENG	TRUE
Algeria	Mehdi Léris	mehdileris	2	0	2022	FW	1998	U.C. Sampdoria	ITA	TRUE
Algeria	Riyad Mahrez	riyadmahrez	79	28	2022	FW	1991	Manchester City F.C.	ENG	TRUE
Algeria	Adam Ounas	adamounas	21	5	2022	FW	1996	Lille OSC	FRA	TRUE
Algeria	Islam Slimani	islamslimani	91	41	2022	FW	1988	Stade Brestois 29	FRA	TRUE
Algeria	Akim Zedadka	akimzedadka	1	0	2022	DF	1995	AJ Auxerre	FRA	FALSE
Algeria	Abdelkader Bedrane	abdelkaderbedrane	15	0	2022	DF	1992	Damac FC	KSA	FALSE
Algeria	Djamel Benlamri	djamelbenlamri	33	3	2022	DF	1989	Khaleej FC	KSA	FALSE
Algeria	Mehdi Tahrat	mehditahrat	16	0	2022	DF	1990	Al-Gharafa SC	QAT	FALSE
Algeria	Youcef Laouafi	youceflaouafi	3	0	2022	DF	1996	CR Belouizdad	ALG	FALSE
Algeria	Réda Halaïmia	redahalaimia	6	0	2021	DF	1996	MC Alger	ALG	FALSE
Algeria	Ilyes Chetti	ilyeschetti	10	0	2021	DF	1995	Angers SCO	FRA	FALSE
Algeria	Sofiane Bendebka	sofianebendebka	18	2	2022	MF	1992	Al Fateh SC	KSA	FALSE
Algeria	Abdelkahar Kadri	abdelkaharkadri	1	0	2022	MF	2000	K.V. Kortrijk	BEL	FALSE
Algeria	Sofiane Feghouli	sofianefeghouli	76	19	2022	MF	1989	'Free agent''		FALSE
Algeria	Adlène Guedioura	adleneguedioura	63	2	2022	MF	1985	Al-Rayyan SC	QAT	FALSE
Algeria	Yacine Brahimi	yacinebrahimi	60	11	2021	MF	1990	Al-Gharafa SC	QAT	FALSE
Algeria	Haris Belkebla	harisbelkebla	10	0	2021	MF	1994	Stade Brestois 29	FRA	FALSE
Algeria	Farid Boulaya	faridboulaya	8	1	2021	MF	1993	Al-Gharafa SC	QAT	FALSE
Algeria	Rachid Ghezzal	rachidghezzal	22	2	2022	FW	1992	Beşiktaş J.K.	TUR	FALSE
Algeria	Billal Brahimi	billalbrahimi	4	0	2022	FW	2000	OGC Nice	FRA	FALSE
Algeria	Riad Benayad	riadbenayad	2	1	2022	FW	1996	Espérance Sportive de Tunis	TUN	FALSE
Algeria	Billel Omrani	billelomrani	1	0	2022	FW	1993	FCSB	ROM	FALSE
Algeria	Ishak Belfodil	ishakbelfodil	20	2	2022	FW	1992	Al-Gharafa SC	QAT	FALSE
Algeria	Mohamed Benyettou	mohamedbenyettou	0	0	2022	FW	1989	Al-Wakrah SC	QAT	FALSE
Algeria	Baghdad Bounedjah	baghdadbounedjah	58	24	2021	FW	1991	Al Sadd SC	QAT	FALSE
Benin	Saturnin Allagbé	saturninallagbe	36	0	2022	GK	1993	Dijon FCO	FRA	TRUE
Benin	Marcel Dandjinou	marceldandjinou	2	0	2022	GK	1998	JDR Stars F.C.	RSA	TRUE
Benin	Loukmane Farou Moussa	loukmanefaroumoussa	0	0	2022	GK	2002	Hammarby Talang FF	SWE	TRUE
Benin	Khaled Adénon	khaledadenon	81	2	2022	DF	1985	Doxa Katokopias FC	CYP	TRUE
Benin	David Kiki	davidkiki	37	0	2022	DF	1993	FCV Farul Constanța	ROU	TRUE
Benin	Olivier Verdon	olivierverdon	29	0	2022	DF	1995	PFC Ludogorets Razgrad	BUL	TRUE
Benin	Youssouf Assogba	youssoufassogba	17	0	2022	DF	2001	Amiens SC	FRA	TRUE
Benin	Moïse Adiléhou	moiseadilehou	14	1	2022	DF	1995	Zira FK	AZE	TRUE
Benin	Melvyn Doremus	melvyndoremus	11	0	2022	DF	1996	FC Chambly	FRA	TRUE
Benin	Yohan Roche	yohanroche	8	1	2022	DF	1997	Adanaspor	TUR	TRUE
Benin	Mohamed Tijani	mohamedtijani	1	0	2022	DF	1997	FC Viktoria Plzeň	CZE	TRUE
Benin	Jordan Adéoti	jordanadeoti	44	1	2022	MF	1989	Stade Lavallois	FRA	TRUE
Benin	Sessi D'Almeida	sessidalmeida	24	1	2022	MF	1995	Pau FC	FRA	TRUE
Benin	Mattéo Ahlinvi	matteoahlinvi	11	0	2022	MF	1999	Dijon FCO	FRA	TRUE
Benin	Junior Olaitan	juniorolaitan	10	1	2022	MF	2002	Chamois Niortais F.C.	FRA	TRUE
Benin	Ryan Adigo	ryanadigo	1	0	2022	MF	2001	1. FC Phönix Lübeck	GER	TRUE
Benin	Mickaël Poté	mickaelpote	69	10	2022	FW	1984	Mağusa Türk Gücü S.K.	CYP	TRUE
Benin	Jodel Dossou	jodeldossou	50	7	2022	FW	1992	Clermont Foot	FRA	TRUE
Benin	Steve Mounié	stevemounie	42	13	2022	FW	1994	Stade Brestois 29	FRA	TRUE
Benin	Cebio Soukou	cebiosoukou	21	4	2022	FW	1992	SV Sandhausen	GER	TRUE
Benin	Marcellin Koukpo	marcellinkoukpo	18	2	2022	FW	1995	CS Constantine	ALG	TRUE
Benin	Désiré Segbé Azankpo	desiresegbeazankpo	15	0	2022	FW	1993	FC Bayern Munich II	GER	TRUE
Benin	Tosin Aiyegun	tosinaiyegun	5	2	2022	FW	1998	FC Zürich	SUI	TRUE
Benin	Angel Chibozo	angelchibozo	1	0	2022	FW	2003	Amiens SC	FRA	TRUE
Benin	Guillaume Agbégninou	guillaumeagbegninou	0	0	2022	GK	1999	Coton Sport FC de Garoua	CMR	FALSE
Benin	Cédric Hountondji	cedrichountondji	18	0	2021	DF	1994	Angers SCO	FRA	FALSE
Benin	Djalilou Ouorou	djalilououorou	3	0	2021	DF	1997	ASPAC FC	BEN	FALSE
Benin	Abdou Bourou	abdoubourou	1	0	2021	DF	2000	ASKO Kara	TOG	FALSE
Benin	Rodrigue Kossi	rodriguekossi	9	0	2022	MF	2000	Club Africain	TUN	FALSE
Benin	Jérôme Bonou	jeromebonou	6	0	2021	MF	1994	Coton Sport FC de Garoua	CMR	FALSE
Benin	Tidjani Anaane	tidjanianaane	11	0	2022	FW	1997	Doxa Katokopias FC	TUR	FALSE
Benin	Roland Béakou	rolandbeakou	1	0	2022	FW	2001	ESAE FC	BEN	FALSE
Benin	Charbel Gomez	charbelgomez	16	0	2021	FW	2001	Amiens SC	FRA	FALSE
Burkina Faso	Hervé Koffi	hervekoffi	47	0	2022	GK	1996	R. Charleroi S.C.	BEL	TRUE
Burkina Faso	Hillel Konaté	hillelkonate	0	0	2022	GK	1994	Valenciennes FC	FRA	TRUE
Burkina Faso	Kilian Nikiema	kiliannikiema	2	0	2022	GK	2003	ADO Den Haag	NED	TRUE
Burkina Faso	Issoufou Dayo	issoufoudayo	62	6	2022	DF	1991	RS Berkane	MAR	TRUE
Burkina Faso	Nasser Djiga	nasserdjiga	2	0	2022	DF	2002	Nîmes Olympique	FRA	TRUE
Burkina Faso	Adama Fofana	adamafofana	1	0	2022	DF	1999	Dijon FCO	FRA	TRUE
Burkina Faso	Issa Kaboré	issakabore	29	2	2022	DF	2001	Olympique de Marseille	FRA	TRUE
Burkina Faso	Adamo Nagalo	adamonagalo	0	0	2022	DF	2002	FC Nordsjælland	DEN	TRUE
Burkina Faso	Edmond Tapsoba	edmondtapsoba	32	0	2022	DF	1999	Bayer 04 Leverkusen	GER	TRUE
Burkina Faso	Steeve Yago	steeveyago	71	1	2022	DF	1992	Aris Limassol FC	CYP	TRUE
Burkina Faso	Stephane Aziz Ki	stephaneazizki	5	1	2022	MF	1996	Young Africans S.C.	TAN	TRUE
Burkina Faso	Cedric Badolo	cedricbadolo	4	0	2022	MF	1998	FC Sheriff Tiraspol	MDA	TRUE
Burkina Faso	Abdoul Bandaogo	abdoulbandaogo	6	0	2022	MF	1998	C.D. Trofense	POR	TRUE
Burkina Faso	Trova Boni	trovaboni	1	0	2022	MF	1999	Belenenses SAD	POR	TRUE
Burkina Faso	Abdoul Guiebre	abdoulguiebre	4	0	2022	MF	1997	A.C. Reggiana 1919	ITA	TRUE
Burkina Faso	Ismahila Ouédraogo	ismahilaouedraogo	15	0	2022	MF	1999	PAOK FC	GRE	TRUE
Burkina Faso	Gustavo Sangaré	gustavosangare	21	2	2022	MF	1996	US Quevilly-Rouen	FRA	TRUE
Burkina Faso	Blati Touré	blatitoure	35	1	2022	MF	1994	Pyramids FC	EGY	TRUE
Burkina Faso	Hassane Bandé	hassanebande	23	2	2022	FW	1998	Amiens SC	FRA	TRUE
Burkina Faso	Cyrille Bayala	cyrillebayala	41	4	2022	FW	1996	AC Ajaccio	FRA	TRUE
Burkina Faso	Dango Ouattara	dangoouattara	10	4	2022	FW	2002	FC Lorient	FRA	TRUE
Burkina Faso	Djibril Ouattara	djibrilouattara	9	2	2022	FW	1999	RS Berkane	MAR	TRUE
Burkina Faso	Abdoul Tapsoba	abdoultapsoba	15	4	2022	FW	2001	Standard Liège	BEL	TRUE
Burkina Faso	Bertrand Traoré	bertrandtraore	68	15	2022	FW	1995	İstanbul Başakşehir F.K.	TUR	TRUE
Burkina Faso	Aboubacar Sawadogo	aboubacarsawadogo	18	0	2022	GK	1989	Rail Club du Kadiogo	BFA	FALSE
Burkina Faso	Nourdine Balora	nourdinebalora	0	0	2022	GK	1993	Namungo FC	TAN	FALSE
Burkina Faso	Farid Ouédraogo	faridouedraogo	6	0	2022	GK	1996	AS Vita Club	DRC	FALSE
Burkina Faso	Dylan Ouédraogo	dylanouedraogo	2	0	2022	DF	1998	Oud-Heverlee Leuven	BEL	FALSE
Burkina Faso	Soumaïla Ouattara	soumailaouattara	10	0	2022	DF	1995	Hobro IK	DEN	FALSE
Burkina Faso	Cheick-Omar Ouedraogo	cheickomarouedraogo	0	0	2022	DF	1996	ASFA Yennenga	BFA	FALSE
Burkina Faso	Oula Abass Traoré	oulaabasstraore	7	0	2022	DF	1995	'Free agent''		FALSE
Burkina Faso	Patrick Malo	patrickmalo	23	0	2021	DF	1992	Qadsia SC	KUW	FALSE
Burkina Faso	Hermann Nikiéma	hermannnikiema	5	1	2021	DF	1988	AS Douanes (Burkina Faso)	BFA	FALSE
Burkina Faso	Dramane Salou	dramanesalou	2	0	2022	MF	1998	FC Noah	ARM	FALSE
Burkina Faso	Mamady Bangré	mamadybangre	1	0	2022	MF	2001	US Quevilly-Rouen Métropole	FRA	FALSE
Burkina Faso	Adama Guira	adamaguira	42	0	2022	MF	1988	Qingdao Hainiu F.C. (1990)	CHN	FALSE
Burkina Faso	Abdul Yabré	abdulyabre	1	0	2022	MF	1995	A.C. Carpi	ITA	FALSE
Burkina Faso	Abdoul Yoda	abdoulyoda	0	0	2022	MF	2000	Hobro IK	DEN	FALSE
Burkina Faso	Bryan Dabo	bryandabo	19	2	2022	MF	1992	Aris Thessaloniki F.C.	GRE	FALSE
Burkina Faso	Saïdou Simporé	saidousimpore	13	1	2021	MF	1992	Al Ittihad Alexandria Club	EGY	FALSE
Burkina Faso	Dramane Nikièma	dramanenikiema	7	0	2021	MF	1988	Horoya AC	GUI	FALSE
Burkina Faso	Abou Ouattara	abououattara	10	0	2022	FW	1999	FC Sheriff Tiraspol	MDA	FALSE
Burkina Faso	Lamine Ouattara	lamineouattara	1	0	2022	FW	1998	JS Kabylie	ALG	FALSE
Burkina Faso	Joffrey Bazié	joffreybazie	1	0	2022	FW	2003	Lille OSC	FRA	FALSE
Burkina Faso	Ousseni Bouda	oussenibouda	0	0	2022	FW	2000	San Jose Earthquakes	USA	FALSE
Burkina Faso	Abdel Zagré	abdelzagre	1	0	2022	FW	2004	FC Sion	SUI	FALSE
Burkina Faso	Eric Traoré	erictraore	15	1	2021	FW	1996	ENPPI SC	EGY	FALSE
Burkina Faso	Mohamed Konaté	mohamedkonate	16	2	2021	FW	1997	FC Akhmat Grozny	RUS	FALSE
Burkina Faso	Zakaria Sanogo	zakariasanogo	26	1	2021	FW	1996	JS Kabylie	ALG	FALSE
Burkina Faso	Lassina Traoré	lassinatraore	17	7	2021	FW	2001	FC Shakhtar Donetsk	UKR	FALSE
Burkina Faso	Kouamé Botué	kouamebotue	3	0	2021	FW	2002	AC Ajaccio	FRA	FALSE
Cabo Verde	Márcio Rosa	marciorosa	7	0	2022	GK	1997	C.D.C. Montalegre	POR	TRUE
Cabo Verde	Sixten Mohlin	sixtenmohlin	4	0	2022	GK	1996	Örgryte IS	SWE	TRUE
Cabo Verde	Elber Binha	elberbinha	1	0	2022	GK	1991	G.D. Inter	ANG	TRUE
Cabo Verde	Stopira	stopira	54	3	2022	DF	1988	Fehérvár FC	HUN	TRUE
Cabo Verde	Roberto Lopes	robertolopes	15	0	2022	DF	1992	Shamrock Rovers F.C.	IRL	TRUE
Cabo Verde	Dylan Tavares	dylantavares	15	1	2022	DF	1996	SC Bastia	FRA	TRUE
Cabo Verde	Diney	diney	14	0	2022	DF	1995	AS FAR (football	MAR	TRUE
Cabo Verde	Steve Furtado	stevefurtado	12	0	2022	DF	1994	PFC Beroe Stara Zagora	BUL	TRUE
Cabo Verde	Steven Pereira	stevenpereira	10	0	2022	DF	1994	Sumgayit FK	AZE	TRUE
Cabo Verde	Logan Costa	logancosta	3	0	2022	DF	2001	Toulouse FC	FRA	TRUE
Cabo Verde	João Correia	joaocorreia	2	0	2022	DF	1996	G.D. Chaves	POR	TRUE
Cabo Verde	Jamiro Monteiro	jamiromonteiro	24	2	2022	MF	1993	San Jose Earthquakes	USA	TRUE
Cabo Verde	Kenny Rocha Santos	kennyrochasantos	20	1	2022	MF	2000	K.V. Oostende	BEL	TRUE
Cabo Verde	João Paulo Fernandes	joaopaulofernandes	6	0	2022	MF	1998	C.D. Feirense	POR	TRUE
Cabo Verde	Deroy Duarte	deroyduarte	5	0	2022	MF	1999	Fortuna Sittard	NED	TRUE
Cabo Verde	Nenass	nenass	4	0	2022	MF	1995	Aalesunds FK	NOR	TRUE
Cabo Verde	Kevin Pina	kevinpina	2	0	2022	MF	1997	G.D. Chaves	POR	TRUE
Cabo Verde	Ryan Mendes	ryanmendes	58	12	2022	FW	1990	Al-Nasr SC (Dubai)	UAE	TRUE
Cabo Verde	Júlio Tavares	juliotavares	48	8	2022	FW	1988	Al Faisaly FC	KSA	TRUE
Cabo Verde	Garry Rodrigues	garryrodrigues	41	7	2022	FW	1990	Olympiacos F.C.	GRE	TRUE
Cabo Verde	Zé Luís	zeluis	19	3	2022	FW	1991	Hatayspor	TUR	TRUE
Cabo Verde	Lisandro Semedo	lisandrosemedo	15	2	2022	FW	1996	Radomiak Radom	POL	TRUE
Cabo Verde	Bebé	bebe	6	3	2022	FW	1990	Rayo Vallecano	ESP	TRUE
Cabo Verde	Jovane Cabral	jovanecabral	5	1	2022	FW	1998	S.S. Lazio	ITA	TRUE
Cabo Verde	Gianni dos Santos	giannidossantos	1	0	2022	FW	1998	Pacific FC	CAN	TRUE
Cabo Verde	Vozinha	vozinha	59	0	2022	GK	1986	AS Trenčín	SVK	FALSE
Cabo Verde	Kevin Sousa	kevinsousa	0	0	2022	GK	1994	CS Mindelense	CPV	FALSE
Cabo Verde	Dylan Silva	dylansilva	0	0	2021	GK	1999	Portimonense S.C.	POR	FALSE
Cabo Verde	Steven Fortès	stevenfortes	13	0	2022	DF	1992	K.V. Oostende	BEL	FALSE
Cabo Verde	Kelvin Pires	kelvinpires	2	0	2022	DF	2000	AS Trenčín	SVK	FALSE
Cabo Verde	Ludovic Soares	ludovicsoares	3	0	2022	DF	1994	PFC Slavia Sofia	BUL	FALSE
Cabo Verde	Cláudio Tavares	claudiotavares	3	0	2022	DF	1997	União de Santarém	POR	FALSE
Cabo Verde	Jeffry Fortes	jeffryfortes	26	0	2021	DF	1989	De Graafschap	NED	FALSE
Cabo Verde	Carlos Ponck	carlosponck	23	0	2021	DF	1995	G.D. Chaves	POR	FALSE
Cabo Verde	Henrique Brito	henriquebrito	0	0	2021	DF	1997	F.C. Felgueiras 1932	POR	FALSE
Cabo Verde	Lorenzo Fonseca	lorenzofonseca	1	0	2021	DF	1998	St. Lucia F.C.	MLT	FALSE
Cabo Verde	Paulo Soares	paulosoares	1	0	2022	MF	1999	Rochester New York FC	USA	FALSE
Cabo Verde	Patrick Andrade	patrickandrade	14	0	2022	MF	1993	FK Partizan	SRB	FALSE
Cabo Verde	Nuno Borges	nunoborges	13	0	2022	MF	1988	Casa Pia A.C.	POR	FALSE
Cabo Verde	Leandro Andrade	leandroandrade	2	0	2022	MF	1999	Qarabağ FK	AZE	FALSE
Cabo Verde	Marco Soares	marcosoares	52	3	2021	MF	1984	Florgrade	POR	FALSE
Cabo Verde	Hélder Tavares	heldertavares	12	0	2021	MF	1989	FC Voluntari	ROU	FALSE
Cabo Verde	Telmo Arcanjo	telmoarcanjo	1	0	2021	MF	2001	C.D. Tondela	POR	FALSE
Cabo Verde	Gilson Tavares	gilsontavares	7	3	2022	FW	2001	G.D. Estoril Praia	POR	FALSE
Cabo Verde	Papalélé	papalele	4	2	2022	FW	1998	C.D.C. Montalegre	POR	FALSE
Cabo Verde	Vasco Lopes	vascolopes	4	0	2022	FW	1999	S.C. Farense	POR	FALSE
Cabo Verde	Iuri Tavares	iuritavares	1	0	2022	FW	2001	Vitória S.C.	POR	FALSE
Cabo Verde	Vagner Gonçalves	vagnergoncalves	10	1	2021	FW	1996	FC Sion	SUI	FALSE
Cabo Verde	Willy Semedo	willysemedo	10	0	2021	FW	1994	Pafos FC	CYP	FALSE
Cabo Verde	Willis Furtado	willisfurtado	8	0	2021	FW	1997	FK Jerv	NOR	FALSE
Cabo Verde	Ricardo Gomes	ricardogomes	14	4	2021	FW	1991	FK Partizan	SRB	FALSE
Cameroon	Simon Ngapandouetnbu	simonngapandouetnbu	0	0	2022	GK	2003	Olympique de Marseille	FRA	TRUE
Cameroon	Devis Epassy	devisepassy	7	0	2022	GK	1993	Abha Club	KSA	TRUE
Cameroon	Nicolas Nkoulou	nicolasnkoulou	80	2	2022	DF	1990	Aris Thessaloniki F.C.	GRE	TRUE
Cameroon	Christopher Wooh	christopherwooh	4	0	2022	DF	2001	Stade Rennais F.C.	FRA	TRUE
Cameroon	Olivier Mbaizo	oliviermbaizo	11	0	2022	DF	1997	Philadelphia Union	USA	TRUE
Cameroon	Collins Fai	collinsfai	55	0	2022	DF	1992	Al-Tai FC	KSA	TRUE
Cameroon	Jean-Charles Castelletto	jeancharlescastelletto	16	1	2022	DF	1995	FC Nantes	FRA	TRUE
Cameroon	Enzo Ebosse	enzoebosse	3	0	2022	DF	1999	Udinese Calcio	ITA	TRUE
Cameroon	Nouhou Tolo	nouhoutolo	21	0	2022	DF	1997	Seattle Sounders FC	USA	TRUE
Cameroon	Jerome Ngom Mbekeli	jeromengommbekeli	3	0	2022	MF	1998	Colombe Sportive	CMR	TRUE
Cameroon	Gaël Ondoua	gaelondoua	6	0	2022	MF	1995	Hannover 96	GER	TRUE
Cameroon	André-Frank Zambo Anguissa	andrefrankzamboanguissa	46	5	2022	MF	1995	S.S.C. Napoli	ITA	TRUE
Cameroon	Samuel Gouet	samuelgouet	24	0	2022	MF	1997	K.V. Mechelen	BEL	TRUE
Cameroon	Pierre Kunde	pierrekunde	34	1	2022	MF	1995	Olympiacos F.C.	GRE	TRUE
Cameroon	Martin Hongla	martinhongla	21	0	2022	MF	1998	Hellas Verona F.C.	ITA	TRUE
Cameroon	Olivier Ntcham	olivierntcham	4	0	2022	MF	1996	Swansea City A.F.C.	WAL	TRUE
Cameroon	Moumi Ngamaleu	moumingamaleu	44	4	2022	FW	1994	FC Dynamo Moscow	RUS	TRUE
Cameroon	Georges-Kévin Nkoudou	georgeskevinnkoudou	4	0	2022	FW	1995	Beşiktaş J.K.	TUR	TRUE
Cameroon	Jean-Pierre Nsame	jeanpierrensame	4	0	2022	FW	1993	BSC Young Boys	SUI	TRUE
Cameroon	Vincent Aboubakar	vincentaboubakar	94	35	2022	FW	1992	Al-Nassr	KSA	TRUE
Cameroon	Christian Bassogog	christianbassogog	44	7	2022	FW	1995	Shanghai Shenhua Football Club	CHN	TRUE
Cameroon	Karl Toko Ekambi	karltokoekambi	54	12	2022	FW	1992	Olympique Lyonnais	FRA	TRUE
Cameroon	Eric Maxim Choupo-Moting	ericmaximchoupomoting	72	20	2022	FW	1989	FC Bayern Munich	GER	TRUE
Cameroon	Bryan Mbeumo	bryanmbeumo	6	0	2022	FW	1999	Brentford F.C.	ENG	TRUE
Cameroon	Souaibou Marou	souaiboumarou	3	1	2022	FW	2000	Coton Sport FC de Garoua	CMR	TRUE
Cameroon	André Onana	andreonana	34	0	2022	GK	1996	Inter Milan	ITA	FALSE
Cameroon	Marcelin Mbahbi	marcelinmbahbi	1	0	2022	GK	2000	Gazelle FC	CMR	FALSE
Cameroon	Haschou Kerrido	haschoukerrido	0	0	2022	GK	1994	Union Douala	CMR	FALSE
Cameroon	Patrick Kibiyen	patrickkibiyen	0	0	2022	GK	1998	Bamboutos FC	CMR	FALSE
Cameroon	James Bievenue Djaoyang	jamesbievenuedjaoyang	0	0	2022	GK		Canon Yaoundé	CMR	FALSE
Cameroon	Simon Omossola	simonomossola	2	0	2022	GK	1998	AS Vita Club	DRC	FALSE
Cameroon	Jean Efala	jeanefala	1	0	2021	GK	1992	Akwa United F.C.	NGA	FALSE
Cameroon	Narcisse Nlend	narcissenlend	0	0	2021	GK	1991	Coton Sport FC de Garoua	CMR	FALSE
Cameroon	Bawak Etta	bawaketta	1	0	2022	DF	1994	PWD Bamenda	CMR	FALSE
Cameroon	Brandon Djoufack	brandondjoufack	0	0	2022	DF	1990	Bamboutos FC	CMR	FALSE
Cameroon	Houzaifi Youssoufa	houzaifiyoussoufa	1	0	2022	DF	1999	Coton Sport FC	CMR	FALSE
Cameroon	Saidou Ibrahim	saidouibrahim	0	0	2022	DF	2001	Fauve Azur Elite FC	CMR	FALSE
Cameroon	Yves Alain Moukoko	yvesalainmoukoko	1	0	2022	DF	1990	Canon Yaoundé	CMR	FALSE
Cameroon	Alfred Benga	alfredbenga	0	0	2022	DF		Les Astres FC	CMR	FALSE
Cameroon	Yannick Joachim Noah	yannickjoachimnoah	0	0	2022	DF	2004	Dragon Club (Yaoundé)	CMR	FALSE
Cameroon	Che Malone	chemalone	1	0	2022	DF	1999	Coton Sport FC de Garoua	CMR	FALSE
Cameroon	Darlin Yongwa	darlinyongwa	1	0	2022	DF	2000	FC Lorient	FRA	FALSE
Cameroon	Oumar Gonzalez	oumargonzalez	0	0	2022	DF	1998	AC Ajaccio	FRA	FALSE
Cameroon	Michael Ngadeu-Ngadjui	michaelngadeungadjui	53	4	2022	DF	1990	K.A.A. Gent	BEL	FALSE
Cameroon	Enzo Tchato	enzotchato	0	0	2022	DF	2002	Montpellier HSC	FRA	FALSE
Cameroon	Ambroise Oyongo	ambroiseoyongo	51	2	2022	DF	1991	'Free agent''		FALSE
Cameroon	Duplexe Tchamba	duplexetchamba	2	0	2022	DF	1998	Casa Pia A.C.	POR	FALSE
Cameroon	Harold Moukoudi	haroldmoukoudi	11	0	2022	DF	1997	AEK Athens F.C.	GRE	FALSE
Cameroon	Jérôme Onguéné	jeromeonguene	10	0	2021	DF	1997	Eintracht Frankfurt	GER	FALSE
Cameroon	Joyskim Dawa	joyskimdawa	7	0	2021	DF	1996	FCSB	ROM	FALSE
Cameroon	Jean-Claude Billong	jeanclaudebillong	3	0	2021	DF	1993	CFR Cluj	ROM	FALSE
Cameroon	Sacha Boey	sachaboey	0	0	2021	DF	2000	Galatasaray S.K. (football)	TUR	FALSE
Cameroon	Samuel Kotto	samuelkotto	0	0	2021	DF	2003	APEJES Academy	CMR	FALSE
Cameroon	Joseph Iyendjock	josephiyendjock	0	0	2022	MF	2003	Union Douala	CMR	FALSE
Cameroon	Martial Zemba Ikoung	martialzembaikoung	1	0	2022	MF	1999	APEJES Academy	CMR	FALSE
