country	name	name_normalized	caps	goals	most_recent_year_played	position	year_born	club	club_nationality	played_in_latest
Cameroon	Djawal Kaiba	djawalkaiba	1	1	2022	MF	2003	Coton Sport FC de Garoua	CMR	FALSE
Cameroon	Félix Oukiné	felixoukine	0	0	2022	MF	1999	Coton Sport FC de Garoua	CMR	FALSE
Cameroon	Valentin Beo Bato	valentinbeobato	1	0	2022	MF	1996	Colombe Sportive	CMR	FALSE
Cameroon	Louis Enjonaei Mbah	louisenjonaeimbah	1	0	2022	MF	1997	Eding Sport FC	CMR	FALSE
Cameroon	Henry Paul Tchikeu	henrypaultchikeu	0	0	2022	MF	2000	Canon Yaoundé	CMR	FALSE
Cameroon	Georges Mandjeck	georgesmandjeck	51	0	2022	MF	1988	Nea Salamis Famagusta FC	CYP	FALSE
Cameroon	Jean Onana	jeanonana	10	0	2022	MF	2000	RC Lens	FRA	FALSE
Cameroon	Brice Ambina	briceambina	0	0	2022	MF	2001	Cape Town City F.C. (2016)	RSA	FALSE
Cameroon	Jeando Fuchs	jeandofuchs	2	0	2022	MF	1997	Peterborough United F.C.	ENG	FALSE
Cameroon	Arnaud Djoum	arnauddjoum	28	0	2022	MF	1989	Dundee United F.C.	SCO	FALSE
Cameroon	James Léa Siliki	jamesleasiliki	11	0	2021	MF	1996	G.D. Estoril Praia	POR	FALSE
Cameroon	Yvan Neyou	yvanneyou	5	0	2021	MF	1997	CD Leganés	ESP	FALSE
Cameroon	Harisson Djonkep	harissondjonkep	0	0	2022	FW	2001	Eding Sport FC	CMR	FALSE
Cameroon	Patient Wassou	patientwassou	1	0	2022	FW	2004	Coton Sport FC de Garoua	CMR	FALSE
Cameroon	Ebassa Emmanuel	ebassaemmanuel	0	0	2022	FW		Renaissance FC de Ngoumou	CMR	FALSE
Cameroon	Joseph Apam	josephapam	1	0	2022	FW	1998	APEJES Academy	CMR	FALSE
Cameroon	Kemajou Dibani	kemajoudibani	1	0	2022	FW	1995	Bamboutos FC	CMR	FALSE
Cameroon	Ramses Donfack	ramsesdonfack	0	0	2022	FW		Coton Sport FC de Garoua	CMR	FALSE
Cameroon	Léandre Tawamba	leandretawamba	7	0	2022	FW	1989	Al-Taawoun FC	KSA	FALSE
Cameroon	Stéphane Bahoken	stephanebahoken	22	4	2022	FW	1992	Kasımpaşa S.K.	TUR	FALSE
Cameroon	Ignatius Ganago	ignatiusganago	11	0	2022	FW	1999	RC Lens	FRA	FALSE
Cameroon	Danny Loader	dannyloader	0	0	2022	FW	2000	FC Porto	POR	FALSE
Cameroon	Didier Lamkel Zé	didierlamkelze	0	0	2022	FW	1996	K.V. Kortrijk	BEL	FALSE
Cameroon	Kévin Soni	kevinsoni	1	0	2022	FW	1998	Hatayspor	TUR	FALSE
Cameroon	Clinton N'Jie	clintonnjie	42	10	2021	FW	1993	Sivasspor	TUR	FALSE
Cameroon	Paul-Georges Ntep	paulgeorgesntep	4	1	2021	FW	1992	'Free agent''		FALSE
Cameroon	John Mary	johnmary	1	0	2021	FW	1993	Avispa Fukuoka	JPN	FALSE
Cameroon	Jeremy Ebobisse	jeremyebobisse	0	0	2021	FW	1997	San Jose Earthquakes	USA	FALSE
Egypt	Mohamed El Shenawy	mohamedelshenawy	42	0	2022	GK	1988		EGY	TRUE
Egypt	Mohamed Abou Gabal	mohamedabougabal	9	0	2022	GK	1989	National Bank of Egypt SC	EGY	TRUE
Egypt	Mohamed Sobhy	mohamedsobhy	1	0	2022	GK	1999	Zamalek SC	EGY	TRUE
Egypt	Ahmed Hegazi	ahmedhegazi	79	2	2022	DF	1991		KSA	TRUE
Egypt	Mahmoud Alaa	mahmoudalaa	15	0	2022	DF	1991	Al Ittihad Alexandria Club	EGY	TRUE
Egypt	Ali Gabr	aligabr	30	1	2022	DF	1989	Pyramids FC	EGY	TRUE
Egypt	Mahmoud Hamdy	mahmoudhamdy	26	2	2022	DF	1995	Zamalek SC	EGY	TRUE
Egypt	Mahmoud Marei	mahmoudmarei	0	0	2022	DF	1998	Future FC (Egypt)	EGY	TRUE
Egypt	Ahmed Abou El Fotouh	ahmedabouelfotouh	20	1	2022	DF	1998	Zamalek SC	EGY	TRUE
Egypt	Mohamed Hamdy	mohamedhamdy	2	0	2022	DF	1995	Pyramids FC	EGY	TRUE
Egypt	Akram Tawfik	akramtawfik	10	1	2022	DF	1997		EGY	TRUE
Egypt	Mohamed Hany	mohamedhany	8	0	2022	DF	1996		EGY	TRUE
Egypt	Omar Kamal	omarkamal	10	0	2022	DF	1993	Future FC (Egypt)	EGY	TRUE
Egypt	Omar Gaber	omargaber	31	1	2022	DF	1992	Zamalek SC	EGY	TRUE
Egypt	Hussein El Sayed	husseinelsayed	3	0	2022	DF	1991	Al-Masry SC	EGY	TRUE
Egypt	Osama Galal	osamagalal	1	0	2022	DF	1997	Pyramids FC	EGY	TRUE
Egypt	Mohamed Elneny	mohamedelneny	93	8	2022	MF	1992	Arsenal F.C.	ENG	TRUE
Egypt	Trézéguet	trezeguet	58	9	2022	MF	1994	Trabzonspor	TUR	TRUE
Egypt	Tarek Hamed	tarekhamed	51	0	2022	MF	1988	Al-Ittihad Club (Jeddah)	KSA	TRUE
Egypt	Emam Ashour	emamashour	5	0	2022	MF	1998	Zamalek SC	EGY	TRUE
Egypt	Hussein El Shahat	husseinelshahat	10	0	2022	MF	1991		EGY	TRUE
Egypt	Nabil Emad	nabilemad	8	0	2022	MF	1996	Zamalek SC	EGY	TRUE
Egypt	Canaria	canaria	0	0	2022	MF	1999	Smouha SC	EGY	TRUE
Egypt	Mohamed Magdy	mohamedmagdy	18	5	2022	MF	1996		EGY	TRUE
Egypt	Hamdy Fathy	hamdyfathy	24	2	2022	MF	1994		EGY	TRUE
Egypt	Amr El Solia	amrelsolia	48	1	2022	MF	1990		EGY	TRUE
Egypt	Mahmoud Hamada	mahmoudhamada	3	0	2022	MF	1999	Pharco FC	EGY	TRUE
Egypt	Mohamed Salah	mohamedsalah	87	49	2022	FW	1992	Liverpool F.C.	ENG	TRUE
Egypt	Mostafa Fathi	mostafafathi	15	0	2022	FW	1994	Pyramids FC	EGY	TRUE
Egypt	Ahmed Sayed	ahmedsayed	22	1	2022	FW	1996	Zamalek SC	EGY	TRUE
Egypt	Ahmed Refaat	ahmedrefaat	5	2	2022	FW	1993	Al Wahda FC	UAE	TRUE
Egypt	Marwan Hamdy	marwanhamdy	13	1	2022	FW	1996	Smouha SC	EGY	TRUE
Egypt	Ahmed Hassan	ahmedhassan	27	5	2022	FW	1993	Alanyaspor	TUR	TRUE
Egypt	Mostafa Mohamed	mostafamohamed	22	5	2022	FW	1997	FC Nantes	FRA	TRUE
Egypt	Mohamed Fawzy	mohamedfawzy	0	0	2021	GK	1993	Ismaily SC	EGY	FALSE
Egypt	Ayman Ashraf	aymanashraf	30	2	2022	DF	1991		EGY	FALSE
Egypt	Mohamed Abdelmonem	mohamedabdelmonem	12	1	2022	DF	1999		EGY	FALSE
Egypt	Yasser Ibrahim	yasseribrahim	4	0	2022	DF	1993		EGY	FALSE
Egypt	Marwan Dawoud	marwandawoud	2	1	2021	DF	1997	ENPPI SC	EGY	FALSE
Egypt	Ahmed Yassin	ahmedyassin	3	0	2021	DF	1997	National Bank of Egypt SC	EGY	FALSE
Egypt	Ahmed Ramadan	ahmedramadan	0	0	2021	DF	1997	Ceramica Cleopatra FC	EGY	FALSE
Egypt	Mohamed Fathallah	mohamedfathallah	0	0	2021	DF	1993	Ghazl El Mahalla SC	EGY	FALSE
Egypt	Mohanad Lasheen	mohanadlasheen	9	0	2022	MF	1996	Tala'ea El Gaish SC	EGY	FALSE
Egypt	Abdallah El Said	abdallahelsaid	58	6	2021	MF	1985	Pyramids FC	EGY	FALSE
Egypt	Omar Marmoush	omarmarmoush	15	2	2022	FW	1999	VfL Wolfsburg	GER	FALSE
Egypt	Mohamed Sherif	mohamedsherif	18	5	2022	FW	1996		EGY	FALSE
Egypt	Ahmed Yasser Rayyan	ahmedyasserrayyan	3	1	2021	FW	1998	Ceramica Cleopatra FC	EGY	FALSE
Gabon	Anthony Mfa Mezui	anthonymfamezui	19	0	2022	GK	1991	FC Rodange 91	LUX	TRUE
Gabon	Jean-Noël Amonome	jeannoelamonome	11	0	2022	GK	1997	AmaZulu F.C.	RSA	TRUE
Gabon	Donald Nzé	donaldnze	3	0	2022	GK	1992	AS Maniema Union	DRC	TRUE
Gabon	Bruno Ecuele Manga	brunoecuelemanga	96	9	2022	DF	1988	'Free agent''		TRUE
Gabon	Lloyd Palun	lloydpalun	73	0	2022	DF	1988	SC Bastia	FRA	TRUE
Gabon	Aaron Appindangoyé	aaronappindangoye	56	2	2022	DF	1992	Sivasspor	TUR	TRUE
Gabon	Johann Obiang	johannobiang	44	0	2022	DF	1993	Stade Malherbe Caen	FRA	TRUE
Gabon	Junior Assoumou	juniorassoumou	16	0	2022	DF	1995	US Granville	FRA	TRUE
Gabon	Anthony Oyono	anthonyoyono	10	0	2022	DF	2001	Frosinone Calcio	ITA	TRUE
Gabon	Yoann Wachter	yoannwachter	10	0	2022	DF	1992	Saint-Pryvé Saint-Hilaire FC	FRA	TRUE
Gabon	Alex Moucketou-Moussounda	alexmoucketoumoussounda	9	1	2022	DF	2000	Aris Limassol FC	CYP	TRUE
Gabon	David Sambissa	davidsambissa	5	0	2022	DF	1996	SC Cambuur	NED	TRUE
Gabon	Yannis N'Gakoutou	yannisngakoutou	4	0	2022	DF	1998	'Free agent''		TRUE
Gabon	Jacques Ekomié	jacquesekomie	0	0	2022	DF	2003	FC Girondins de Bordeaux	FRA	TRUE
Gabon	André Biyogo Poko	andrebiyogopoko	76	3	2022	MF	1993	Khaleej FC	KSA	TRUE
Gabon	Guélor Kanga	guelorkanga	60	2	2022	MF	1990	Red Star Belgrade	SRB	TRUE
Gabon	Louis Ameka	louisameka	26	0	2022	MF	1996	Maghreb de Fès	MAR	TRUE
Gabon	Serge-Junior Martinsson Ngouali	sergejuniormartinssonngouali	15	0	2022	MF	1992	Sarpsborg 08 FF	NOR	TRUE
Gabon	Medwin Biteghé	medwinbiteghe	8	0	2022	MF	1996	Al-Sahel SC (Saudi Arabia)	KSA	TRUE
Gabon	Denis Bouanga	denisbouanga	32	7	2022	FW	1994	Los Angeles FC	USA	TRUE
Gabon	Axel Méyé	axelmeye	32	2	2022	FW	1995	Raja CA	MAR	TRUE
Gabon	Aaron Boupendza	aaronboupendza	28	5	2022	FW	1996	Al-Shabab FC (Riyadh)	KSA	TRUE
Gabon	Jim Allevinah	jimallevinah	17	4	2022	FW	1995	Clermont Foot	FRA	TRUE
Gabon	Kévin Mayi	kevinmayi	5	0	2022	FW	1993	Denizlispor	TUR	TRUE
Gabon	Shavy Babicka	shavybabicka	1	1	2022	FW	2000	Aris Limassol FC	CYP	TRUE
Gabon	Alan Do Marcolino	alandomarcolino	1	0	2022	FW	2002	Stade Rennais F.C.	FRA	TRUE
Gabon	Gilchrist Nguema	gilchristnguema	6	0	2022	DF	1996	'Free agent''		FALSE
Gabon	Sidney Obissa	sidneyobissa	7	0	2022	DF	2000	FC Villefranche Beaujolais	FRA	FALSE
Gabon	Didier Ndong	didierndong	41	0	2022	MF	1994	Dijon FCO	FRA	FALSE
Gabon	Mario Lemina	mariolemina	25	3	2022	MF	1993	OGC Nice	FRA	FALSE
Gabon	Nathanael Mbourou	nathanaelmbourou	2	0	2022	MF	1996	FC Dinamo-Auto Tiraspol	MLD	FALSE
Gabon	Gaëtan Missi Mezu	gaetanmissimezu	9	0	2022	FW	1996	SO Cholet	FRA	FALSE
Gabon	Fahd Ndzengue	fahdndzengue	3	0	2022	FW	2000	NK Tabor Sežana	SVN	FALSE
Gabon	Ulrick Eneme Ella	ulrickenemeella	4	0	2022	FW	2001	Angers SCO	FRA	FALSE
Gabon	Pierre-Emerick Aubameyang	pierreemerickaubameyang	72	30	2021	FW	1989	Chelsea F.C.	ENG	FALSE
Ghana	Lawrence Ati-Zigi	lawrenceatizigi	14	0	2022	GK	1996	FC St. Gallen	SUI	TRUE
Ghana	Ibrahim Danlad	ibrahimdanlad	4	0	2022	GK	2002	Asante Kotoko S.C.	GHA	TRUE
Ghana	Abdul Manaf Nurudeen	abdulmanafnurudeen	2	0	2022	GK	1999	K.A.S. Eupen	BEL	TRUE
Ghana	Tariq Lamptey	tariqlamptey	4	0	2022	DF	2000	Brighton &amp; Hove Albion F.C.	ENG	TRUE
Ghana	Denis Odoi	denisodoi	5	0	2022	DF	1988	Club Brugge KV	BEL	TRUE
Ghana	Mohammed Salisu	mohammedsalisu	6	2	2022	DF	1999	Southampton F.C.	ENG	TRUE
Ghana	Gideon Mensah	gideonmensah	13	0	2022	DF	1998	AJ Auxerre	FRA	TRUE
Ghana	Joseph Aidoo	josephaidoo	11	0	2022	DF	1995	RC Celta de Vigo	ESP	TRUE
Ghana	Baba Rahman	babarahman	51	1	2022	DF	1994	Reading F.C.	ENG	TRUE
Ghana	Daniel Amartey	danielamartey	49	0	2022	DF	1994	Leicester City F.C.	ENG	TRUE
Ghana	Alexander Djiku	alexanderdjiku	20	1	2022	DF	1994	RC Strasbourg Alsace	FRA	TRUE
Ghana	Alidu Seidu	aliduseidu	6	0	2022	DF	2000	Clermont Foot	FRA	TRUE
Ghana	Thomas Partey	thomaspartey	43	13	2022	MF	1993	Arsenal F.C.	ENG	TRUE
Ghana	Elisha Owusu	elishaowusu	3	0	2022	MF	1997	K.A.A. Gent	BEL	TRUE
Ghana	Daniel-Kofi Kyereh	danielkofikyereh	18	0	2022	MF	1996	SC Freiburg	GER	TRUE
Ghana	André Ayew	andreayew	113	24	2022	MF	1989	Al Sadd SC	QAT	TRUE
Ghana	Daniel Afriyie	danielafriyie	7	3	2022	MF	2001	Accra Hearts of Oak S.C.	GHA	TRUE
Ghana	Mohammed Kudus	mohammedkudus	21	7	2022	MF	2000	AFC Ajax	NED	TRUE
Ghana	Salis Abdul Samed	salisabdulsamed	4	0	2022	MF	2000	RC Lens	FRA	TRUE
Ghana	Abdul Fatawu Issahaku	abdulfatawuissahaku	14	1	2022	FW	2004	Sporting CP	POR	TRUE
Ghana	Jordan Ayew	jordanayew	87	19	2022	FW	1991	Crystal Palace F.C.	ENG	TRUE
Ghana	Osman Bukari	osmanbukari	9	2	2022	FW	1998	Red Star Belgrade	SRB	TRUE
Ghana	Iñaki Williams	inakiwilliams	6	0	2022	FW	1994	Athletic Bilbao	ESP	TRUE
Ghana	Kamaldeen Sulemana	kamaldeensulemana	15	0	2022	FW	2002	Stade Rennais F.C.	FRA	TRUE
Ghana	Kamal Sowah	kamalsowah	1	0	2022	FW	2000	Club Brugge KV	BEL	TRUE
Ghana	Antoine Semenyo	antoinesemenyo	6	1	2022	FW	2000	Bristol City F.C.	ENG	TRUE
Ghana	Richard Ofori	richardofori	24	0	2022	GK	1993	Orlando Pirates F.C.	RSA	FALSE
Ghana	Joe Wollacott	joewollacott	11	0	2022	GK	1996	Charlton Athletic F.C.	ENG	FALSE
Ghana	Richard Attah	richardattah	0	0	2021	GK	1995	Accra Hearts of Oak S.C.	GHA	FALSE
Ghana	Jonathan Mensah	jonathanmensah	69	1	2022	DF	1990	Columbus Crew	USA	FALSE
Ghana	Andy Yiadom	andyyiadom	26	0	2022	DF	1991	Reading F.C.	ENG	FALSE
Ghana	Kasim Nuhu	kasimnuhu	11	1	2022	DF	1995	FC Basel	SWI	FALSE
Ghana	Ibrahim Imoro	ibrahimimoro	5	0	2022	DF	1999	Al-Hilal Club (Omdurman)	SUD	FALSE
Ghana	Dennis Nkrumah-Korsah	dennisnkrumahkorsah	4	0	2022	DF	1996	Accra Hearts of Oak S.C.	GHA	FALSE
Ghana	Patrick Kpozo	patrickkpozo	0	0	2022	DF	1997	FC Sheriff Tiraspol	MDA	FALSE
Ghana	Abdul Mumin	abdulmumin	0	0	2022	DF	1998	Rayo Vallecano	ESP	FALSE
Ghana	Stephan Ambrosius	stephanambrosius	0	0	2022	DF	1998	Karlsruher SC	GER	FALSE
Ghana	Montari Kamaheni	montarikamaheni	0	0	2022	DF	2000	F.C. Ashdod	ISR	FALSE
Ghana	Philomon Baffour	philomonbaffour	0	0	2021	DF	2001	Rio Ave F.C.	POR	FALSE
Ghana	Joseph Paintsil	josephpaintsil	5	0	2022	MF	1998	K.R.C. Genk	BEL	FALSE
Ghana	Mubarak Wakaso	mubarakwakaso	70	13	2022	MF	1990	K.A.S. Eupen	BEL	FALSE
Ghana	Jeffrey Schlupp	jeffreyschlupp	20	1	2022	MF	1992	Crystal Palace F.C.	ENG	FALSE
Ghana	Iddrisu Baba	iddrisubaba	18	0	2022	MF	1996	RCD Mallorca	ESP	FALSE
Ghana	Edmund Addo	edmundaddo	8	0	2022	MF	2000	FC Sheriff Tiraspol	MDA	FALSE
Ghana	Majeed Ashimeru	majeedashimeru	2	0	2022	MF	1997	R.S.C. Anderlecht	BEL	FALSE
Ghana	Salifu Mudasiru	salifumudasiru	0	0	2022	MF	1997	FC Sheriff Tiraspol	MDA	FALSE
Ghana	Augustine Okrah	augustineokrah	2	0	2022	MF	1993	Simba S.C.	TAN	FALSE
Ghana	David Abagna	davidabagna	1	0	2021	MF	1998	Real Tamale United	GHA	FALSE
Ghana	Richmond Boakye	richmondboakye	19	7	2022	FW	1993	PAS Lamia 1964	GRE	FALSE
Ghana	Samuel Owusu	samuelowusu	17	1	2022	FW	1996	FK Čukarički	SRB	FALSE
Ghana	Caleb Ekuban	calebekuban	13	3	2022	FW	1994	Genoa C.F.C.	ITA	FALSE
Ghana	Felix Afena-Gyan	felixafenagyan	6	1	2022	FW	2003	U.S. Cremonese	ITA	FALSE
Ghana	Kwasi Okyere Wriedt	kwasiokyerewriedt	6	0	2022	FW	1994	Holstein Kiel	GER	FALSE
Ghana	Yaw Yeboah	yawyeboah	4	0	2022	FW	1997	Columbus Crew	USA	FALSE
Ghana	Emmanuel Gyasi	emmanuelgyasi	3	0	2022	FW	1994	Spezia Calcio	ITA	FALSE
Ghana	Christopher Antwi-Adjei	christopherantwiadjei	3	0	2022	FW	1994	VfL Bochum	GER	FALSE
Ghana	Ransford-Yeboah Königsdörffer	ransfordyeboahkoenigsdoerffer	1	0	2022	FW	2001	Hamburger SV	GER	FALSE
Ghana	Mohammed Dauda	mohammeddauda	0	0	2022	FW	1998	C.D. Tenerife	ESP	FALSE
Ghana	Ernest Nuamah	ernestnuamah	0	0	2022	FW	2003	FC Nordsjælland	DEN	FALSE
Ghana	Benjamin Tetteh	benjamintetteh	7	0	2022	FW	1997	Hull City A.F.C.	ENG	FALSE
Ghana	Maxwell Abbey Quaye	maxwellabbeyquaye	1	0	2021	FW	1998	Accra Great Olympics F.C.	GHA	FALSE
Guinea	Aly Keita	alykeita	24	0	2022	GK	1986	Östersunds FK	SWE	TRUE
Guinea	Ibrahim Koné	ibrahimkone	9	0	2022	GK	1989	Hibernians F.C.	MLT	TRUE
Guinea	Lassana Diakhaby	lassanadiakhaby	0	0	2022	GK	1996	Valenciennes FC	FRA	TRUE
Guinea	Issiaga Sylla	issiagasylla	68	3	2022	DF	1994	Toulouse FC	FRA	TRUE
Guinea	Ibrahima Conté	ibrahimaconte	55	4	2021	MF	1991	Bnei Sakhnin F.C.	ISR	FALSE
Guinea	Mohamed Ali Camara	mohamedalicamara	17	0	2022	DF	1997	BSC Young Boys	SUI	TRUE
Guinea	Saïdou Sow	saidousow	12	0	2022	DF	2002	AS Saint-Étienne	FRA	TRUE
Guinea	Antoine Conte	antoineconte	3	0	2022	DF	1994	CS Universitatea Craiova	ROU	TRUE
Guinea	Mouctar Diakhaby	mouctardiakhaby	2	0	2022	DF	1996	Valencia CF	ESP	TRUE
Guinea	Sekou Sylla	sekousylla	2	0	2022	DF	1999	SC Cambuur	NED	TRUE
Guinea	Ibrahim Diakité	ibrahimdiakite	0	0	2022	DF	2003	Stade de Reims	FRA	TRUE
Guinea	Naby Keïta	nabykeita	50	11	2022	MF	1995	Liverpool F.C.	ENG	TRUE
Guinea	Amadou Diawara	amadoudiawara	26	0	2022	MF	1997	R.S.C. Anderlecht	BEL	TRUE
Guinea	Aguibou Camara	aguiboucamara	16	1	2022	MF	2001	Olympiacos F.C.	GRE	TRUE
Guinea	Ilaix Moriba	ilaixmoriba	8	0	2022	MF	2003	Valencia CF	ESP	TRUE
Guinea	Mory Konaté	morykonate	4	0	2022	MF	1993	Sint-Truidense V.V.	BEL	TRUE
Guinea	Seydouba Cissé	seydoubacisse	2	0	2022	MF	2001	CD Leganés	ESP	TRUE
Guinea	Cheick Condé	cheickconde	1	0	2022	MF	2000	FC Zürich	SUI	TRUE
Guinea	Mohamed Bayo	mohamedbayo	11	3	2022	FW	1998	Lille OSC	FRA	TRUE
Guinea	Morgan Guilavogui	morganguilavogui	5	0	2022	FW	1998	Paris FC	FRA	TRUE
Guinea	Thierno Barry	thiernobarry	3	0	2022	FW	2000	SD Logroñés	ESP	TRUE
Guinea	Bafodé Dansoko	bafodedansoko	3	0	2022	FW	1995	K.M.S.K. Deinze	BEL	TRUE
Guinea	Serhou Guirassy	serhouguirassy	3	0	2022	FW	1996	Stade Rennais F.C.	FRA	TRUE
Guinea	Momo Cissé	momocisse	0	0	2022	FW	2002	Wisła Kraków	POL	TRUE
Guinea	Bangaly Sylla	bangalysylla	0	0	2022	GK	2002	'Free agent''		FALSE
Guinea	Moussa Camara	moussacamara	20	0	2022	GK	1998	Horoya AC	GUI	FALSE
Guinea	Julian Jeanvier	julianjeanvier	6	0	2022	DF	1992	AJ Auxerre	FRA	FALSE
Guinea	Mikael Dyrestam	mikaeldyrestam	9	0	2021	DF	1991	Al-Adalah FC	KSA	FALSE
Guinea	Pa Konate	pakonate	8	0	2021	DF	1994	Botev Plovdiv	BUL	FALSE
Guinea	Fodé Camara	fodecamara	1	0	2021	DF	2002	Horoya AC	GUI	FALSE
Guinea	Gaoussou Youssouf Siby	gaoussouyoussoufsiby	2	1	2021	DF	2000	Hafia FC	GUI	FALSE
Guinea	Florentin Pogba	florentinpogba	30	0	2021	DF	1990	ATK Mohun Bagan FC	IND	FALSE
Guinea	Ibrahima Cissé	ibrahimacisse	19	1	2022	MF	1994	FC Ural Yekaterinburg	RUS	FALSE
Guinea	Morlaye Sylla	morlayesylla	21	3	2021	MF	1998	F.C. Arouca	POR	FALSE
Guinea	Mamadou Kané	mamadoukane	17	2	2022	FW	1998	Pafos FC	CYP	FALSE
Guinea	Yakhouba Gnagna Barry	yakhoubagnagnabarry	13	3	2022	FW	1998	Horoya AC	GUI	FALSE
Guinea	François Kamano	francoiskamano	39	7	2022	FW	1996	FC Lokomotiv Moscow	RUS	FALSE
Guinea	Mamadou Diallo	mamadoudiallo	2	0	2022	FW	1994	'Free agent''		FALSE
Guinea	José Kanté	josekante	26	4	2021	FW	1990	Cangzhou Mighty Lions F.C.	CHN	FALSE
Guinea	Seydouba Soumah	seydoubasoumah	37	9	2021	FW	1991	'Free agent''		FALSE
Guinea	Sory Kaba	sorykaba	21	3	2021	FW	1995	FC Midtjylland	DEN	FALSE
Ivory Coast	Badra Ali Sangaré	badraalisangare	29	0	2022	GK	1986	Sekhukhune United F.C.	RSA	TRUE
Ivory Coast	Ira Eliezer Tapé	iraeliezertape	2	0	2022	GK	1997	FC San Pédro	CIV	TRUE
Ivory Coast	Issa Fofana	issafofana	0	0	2022	GK	2004	Al-Hilal Club (Omdurman)	SUD	TRUE
Ivory Coast	Serge Aurier	sergeaurier	83	4	2022	DF	1992	Nottingham Forest F.C.	ENG	TRUE
Ivory Coast	Simon Deli	simondeli	26	0	2022	DF	1991	Adana Demirspor	TUR	TRUE
Ivory Coast	Ghislain Konan	ghislainkonan	25	0	2022	DF	1995	Al Nassr FC	Saudi Arabia	TRUE
Ivory Coast	Odilon Kossounou	odilonkossounou	16	0	2022	DF	2001	Bayer 04 Leverkusen	GER	TRUE
Ivory Coast	Sinaly Diomandé	sinalydiomande	10	0	2022	DF	2001	Olympique Lyonnais	FRA	TRUE
Ivory Coast	Souleyman Doumbia	souleymandoumbia	7	1	2022	DF	1996	Angers SCO	FRA	TRUE
Ivory Coast	Wilfried Singo	wilfriedsingo	5	0	2022	DF	2000	Torino F.C.	ITA	TRUE
Ivory Coast	Abakar Sylla	abakarsylla	3	0	2022	DF	2002	Club Brugge KV	BEL	TRUE
Ivory Coast	Jean Michaël Seri	jeanmichaelseri	45	4	2022	MF	1991	Hull City A.F.C.	ENG	TRUE
Ivory Coast	Ibrahim Sangaré	ibrahimsangare	28	8	2022	MF	1997	PSV Eindhoven	NED	TRUE
Ivory Coast	Jean-Philippe Gbamin	jeanphilippegbamin	15	0	2022	MF	1995	Trabzonspor	TUR	TRUE
Ivory Coast	Seko Fofana	sekofofana	8	3	2022	MF	1995	RC Lens	FRA	TRUE
Ivory Coast	Jean-Eudes Aholou	jeaneudesaholou	2	0	2022	MF	1994	RC Strasbourg Alsace	FRA	TRUE
Ivory Coast	Jean Thierry Lazare	jeanthierrylazare	1	0	2022	MF	1998	Royale Union Saint-Gilloise	BEL	TRUE
Ivory Coast	Max Gradel	maxgradel	101	17	2022	FW	1987	Sivasspor	TUR	TRUE
Ivory Coast	Nicolas Pépé	nicolaspepe	37	10	2022	FW	1995	OGC Nice	FRA	TRUE
Ivory Coast	Wilfried Zaha	wilfriedzaha	31	5	2022	FW	1992	Crystal Palace F.C.	ENG	TRUE
Ivory Coast	Christian Kouamé	christiankouame	17	1	2022	FW	1997	ACF Fiorentina	ITA	TRUE
Ivory Coast	Jean Evrard Kouassi	jeanevrardkouassi	12	1	2022	FW	1994	Trabzonspor	TUR	TRUE
Ivory Coast	Karim Konaté	karimkonate	5	0	2022	FW	2004	FC Liefering	AUT	TRUE
Ivory Coast	Jean-Philippe Krasso	jeanphilippekrasso	4	1	2022	FW	1997	AS Saint-Étienne	FRA	TRUE
Ivory Coast	Datro Fofana	datrofofana	3	0	2022	FW	2002	Chelsea F.C.	ENG	TRUE
Ivory Coast	Charles Folly Ayayi	charlesfollyayayi	0	0	2022	GK	1990	ASEC Mimosas	CIV	FALSE
Ivory Coast	Abdoul Karim Cissé	abdoulkarimcisse	6	0	2022	GK	1985	Venda Football Academy F.C.	RSA	FALSE
Ivory Coast	Mohamed Kone	mohamedkone	0	0	2022	GK	2002	Le Havre AC	FRA	FALSE
Ivory Coast	Sylvain Gbohouo	sylvaingbohouo	65	0	2021	GK	1988	Wolkite City F.C.	ETH	FALSE
Ivory Coast	Wilfried Kanon	wilfriedkanon	54	3	2022	DF	1993	HIFK Fotboll	FIN	FALSE
Ivory Coast	Eric Bailly	ericbailly	46	2	2022	DF	1994	Olympique de Marseille	FRA	FALSE
